filename,module_name,module_params,execution_time,passage_reranker_retrieval_recall,passage_reranker_retrieval_precision,passage_reranker_retrieval_map,is_best
0.parquet,KoReranker,{'top_k': 3},1.502290301322937,0.66,0.24,0.5466666666666667,True
1.parquet,Upr,{'top_k': 3},2.732918658256531,0.46,0.15999999999999998,0.3133333333333333,False
2.parquet,PassReranker,{'top_k': 3},3.6177635192871096e-05,0.48,0.1733333333333333,0.33333333333333326,False
