filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_precision,retrieval_ndcg,retrieval_map,retrieval_mrr,is_best
0.parquet,BM25,{'top_k': 10},0.0015888643264770509,0.18242424242424243,0.82,0.10399999999999998,0.5260838892784148,0.4734603174603174,0.49291269841269836,True
