filename,module_name,module_params,execution_time,average_output_token,bleu,meteor,rouge,sem_score,is_best
0.parquet,LlamaIndexLLM,"{'llm': 'upstage', 'model': 'solar-pro2'}",0.3073503255844116,592.54,2.0427662168412617,0.21915356002988134,0.2284,0.9071804326447327,True
