filename,module_name,module_params,execution_time,passage_augmenter_retrieval_f1,passage_augmenter_retrieval_recall,passage_augmenter_retrieval_precision,is_best
0.parquet,PassPassageAugmenter,"{'top_k': 5, 'embedding_model': 'huggingface_multilingual_e5_large'}",0.0015683364868164062,0.3114285714285715,0.82,0.19599999999999995,True
1.parquet,PrevNextPassageAugmenter,"{'top_k': 5, 'embedding_model': 'huggingface_multilingual_e5_large', 'mode': 'next'}",1.106687536239624,0.2752380952380953,0.74,0.172,False
